device_id,device_name,manufacturer,device_age_years,usage_hours_per_week,maintenance_frequency_per_year,last_maintenance_gap_days,error_logs_past_month,environment,criticality_level,spare_parts_availability,failures_past_year,manufacturer_support_rating,failure_within_year
2258,CT Scanner,Siemens,4,51,1,370,17,Ward,High,Good,0,5,1
2259,ECG,Siemens,3,55,12,59,0,Diagnostic Center,High,Poor,0,5,0
2260,Infusion Pump,GE Healthcare,7,54,4,88,9,Ward,Low,Moderate,0,5,0
2261,Patient Monitor,Philips,8,77,4,122,9,ICU,High,Moderate,0,2,1
2262,MRI Scanner,GE Healthcare,7,77,6,62,10,ICU,High,Good,0,3,0
2263,MRI Scanner,Canon Medical,6,73,12,63,7,ICU,Low,Poor,0,2,0
2264,Ultrasound,Canon Medical,11,28,12,55,7,Operating Room,High,Poor,1,2,1
2265,CT Scanner,Philips,4,50,2,199,9,ICU,High,Good,0,2,1
2266,Patient Monitor,Fujifilm,3,65,4,122,8,Diagnostic Center,Medium,Good,0,2,0
2267,MRI Scanner,GE Healthcare,5,59,4,116,6,ICU,High,Poor,0,4,0
2268,Ventilator,Canon Medical,5,70,4,116,11,Diagnostic Center,High,Moderate,0,2,1
2269,Ventilator,Medtronic,2,77,4,86,8,ICU,Medium,Moderate,1,3,0
2270,MRI Scanner,GE Healthcare,4,68,6,65,4,Ward,High,Good,0,3,0
2271,Ultrasound,Siemens,2,77,4,118,7,ICU,High,Good,0,3,0
2272,Patient Monitor,Fujifilm,4,55,1,379,21,Diagnostic Center,High,Poor,0,2,1
2273,Ultrasound,Fujifilm,5,54,1,384,16,ICU,High,Poor,0,4,1
2274,ECG,Philips,9,30,6,90,6,ICU,Low,Good,0,2,0
2275,CT Scanner,Medtronic,3,71,2,184,13,ICU,High,Poor,0,3,1
2276,CT Scanner,Fujifilm,5,77,4,124,9,ICU,High,Poor,0,3,1
2277,CT Scanner,Siemens,9,81,6,85,6,Diagnostic Center,High,Good,1,3,1
2278,Infusion Pump,Fujifilm,7,32,2,180,12,Ward,Medium,Poor,0,2,1
2279,Ventilator,Canon Medical,4,48,2,203,10,Diagnostic Center,Medium,Good,0,2,1
2280,Infusion Pump,Mindray,7,68,6,88,14,Diagnostic Center,High,Poor,0,2,0
2281,ECG,Philips,2,75,12,37,3,Ward,High,Good,0,3,0
2282,CT Scanner,Canon Medical,2,67,2,187,9,Operating Room,High,Poor,0,3,1
2283,Infusion Pump,Siemens,4,65,12,36,4,Operating Room,Medium,Poor,0,4,0
2284,X-Ray,GE Healthcare,1,77,6,73,7,Diagnostic Center,Low,Poor,0,4,0
2285,X-Ray,GE Healthcare,9,78,2,183,15,ICU,Medium,Poor,0,5,1
2286,CT Scanner,GE Healthcare,8,31,2,181,6,Operating Room,High,Good,0,5,0
2287,X-Ray,Siemens,3,16,4,87,3,Ward,High,Moderate,0,3,0
2288,Infusion Pump,Siemens,7,38,4,92,5,Ward,High,Moderate,0,4,0
2289,ECG,Canon Medical,5,77,2,172,11,Diagnostic Center,Medium,Poor,0,3,1
2290,ECG,Philips,7,55,2,193,13,Operating Room,Medium,Poor,0,2,1
2291,X-Ray,Canon Medical,8,51,12,49,8,Diagnostic Center,High,Poor,0,2,1
2292,MRI Scanner,Philips,5,59,4,109,8,Ward,High,Moderate,0,3,0
2293,Patient Monitor,Siemens,8,51,2,203,16,ICU,Low,Good,0,4,1
2294,ECG,Fujifilm,9,56,4,107,10,Diagnostic Center,High,Poor,0,4,1
2295,ECG,Philips,10,71,4,119,8,Operating Room,Low,Poor,0,2,1
2296,Infusion Pump,GE Healthcare,10,52,12,51,9,ICU,High,Moderate,0,5,0
2297,Ultrasound,GE Healthcare,8,68,6,85,4,ICU,Medium,Moderate,0,4,0
2298,CT Scanner,Mindray,4,56,12,28,3,ICU,Medium,Good,0,1,0
2299,Ultrasound,Siemens,5,44,6,63,10,Ward,High,Poor,0,5,0
2300,MRI Scanner,Canon Medical,8,57,6,99,15,Lab,Medium,Poor,0,2,0
2301,Patient Monitor,Canon Medical,6,36,6,86,11,ICU,High,Good,0,2,1
2302,MRI Scanner,Fujifilm,6,114,4,107,14,Operating Room,Medium,Good,0,3,1
2303,X-Ray,GE Healthcare,5,42,4,124,9,ICU,Medium,Moderate,0,3,0
2304,Ventilator,Medtronic,5,48,4,89,1,Ward,High,Good,0,2,0
2305,Patient Monitor,Mindray,4,61,2,180,11,ICU,High,Moderate,0,3,1
2306,MRI Scanner,Fujifilm,3,98,12,65,10,Operating Room,High,Poor,0,2,0
2307,Infusion Pump,Mindray,7,42,6,53,17,Ward,High,Good,1,2,0
2308,MRI Scanner,Mindray,10,104,4,105,9,Ward,Medium,Poor,0,2,1
2309,Infusion Pump,Siemens,6,45,12,68,4,Ward,High,Poor,0,4,0
2310,Patient Monitor,Siemens,6,26,12,68,8,Operating Room,Medium,Poor,0,5,0
2311,Ultrasound,Canon Medical,11,59,12,65,10,Ward,High,Poor,0,2,1
2312,X-Ray,Philips,7,59,4,82,7,ICU,High,Good,0,3,0
2313,Infusion Pump,Mindray,6,44,12,69,8,ICU,High,Poor,0,3,0
2314,Infusion Pump,Medtronic,4,52,4,101,8,ICU,Medium,Poor,0,2,0
2315,Ultrasound,Siemens,10,33,2,210,12,Diagnostic Center,Medium,Poor,0,3,1
2316,Ventilator,Mindray,2,49,6,81,10,Diagnostic Center,High,Moderate,0,2,0
2317,Ventilator,GE Healthcare,7,65,6,63,6,Lab,High,Good,0,4,0
2318,Ventilator,Canon Medical,2,34,4,118,10,Operating Room,Medium,Moderate,0,2,0
2319,Infusion Pump,Fujifilm,6,45,2,175,12,Diagnostic Center,Medium,Good,0,4,0
2320,MRI Scanner,Mindray,6,38,6,82,8,Ward,Medium,Poor,0,3,0
2321,Infusion Pump,Mindray,7,74,4,113,10,ICU,Medium,Moderate,0,2,1
2322,MRI Scanner,Medtronic,3,76,2,180,9,Diagnostic Center,High,Good,0,2,1
2323,Ultrasound,Siemens,8,82,4,91,13,Lab,Low,Good,0,3,1
2324,Ventilator,Philips,4,57,4,127,13,ICU,High,Good,0,2,1
2325,Ultrasound,Philips,7,53,2,218,11,Diagnostic Center,Medium,Poor,0,3,1
2326,Infusion Pump,Fujifilm,10,90,6,61,10,ICU,Medium,Moderate,0,4,0
2327,ECG,GE Healthcare,6,80,4,123,8,Ward,High,Moderate,0,4,0
2328,MRI Scanner,Mindray,5,59,4,88,6,Operating Room,High,Good,0,1,0
2329,ECG,Mindray,12,76,4,122,14,Ward,High,Poor,0,1,1
2330,Ventilator,Canon Medical,5,60,4,128,10,Ward,Low,Moderate,0,3,0
2331,Ultrasound,Fujifilm,6,58,12,68,9,Diagnostic Center,Low,Poor,0,4,0
2332,CT Scanner,Medtronic,5,29,2,199,6,ICU,Medium,Moderate,0,3,0
2333,ECG,Medtronic,7,57,4,110,12,Operating Room,Medium,Moderate,0,4,0
2334,ECG,Siemens,6,36,1,401,14,Diagnostic Center,Low,Moderate,0,3,1
2335,MRI Scanner,Siemens,4,89,2,218,17,Diagnostic Center,High,Moderate,0,3,1
2336,ECG,Mindray,4,65,6,76,9,Operating Room,Low,Poor,0,2,0
2337,Ventilator,Siemens,7,65,1,402,21,ICU,Medium,Good,0,3,1
2338,Ultrasound,Siemens,8,70,4,86,8,ICU,Low,Good,0,3,0
2339,MRI Scanner,Mindray,2,70,2,192,9,Diagnostic Center,Low,Good,1,1,1
2340,Infusion Pump,Philips,5,55,12,55,1,Lab,High,Moderate,0,3,0
2341,MRI Scanner,Mindray,6,72,2,200,12,ICU,High,Poor,0,2,1
2342,ECG,Philips,5,80,4,117,9,Ward,High,Poor,0,2,1
2343,X-Ray,Fujifilm,2,64,2,175,10,Lab,Low,Poor,0,2,1
2344,Ventilator,Philips,5,46,6,76,2,Ward,Low,Moderate,1,2,0
2345,Infusion Pump,GE Healthcare,3,65,12,28,2,Ward,Medium,Poor,0,4,0
2346,Ventilator,Medtronic,7,46,2,190,15,ICU,Medium,Good,0,4,1
2347,X-Ray,Philips,5,47,0,372,13,Ward,High,Poor,0,4,1
2348,CT Scanner,Siemens,1,79,4,103,10,ICU,High,Moderate,0,3,0
2349,ECG,Mindray,5,74,4,105,6,ICU,Medium,Poor,0,1,1
2350,MRI Scanner,Siemens,7,72,4,84,9,Diagnostic Center,High,Poor,0,3,1
2351,Infusion Pump,Mindray,8,84,4,128,7,Ward,High,Poor,0,3,1
2352,Ventilator,Canon Medical,7,101,6,70,16,ICU,Low,Good,0,2,1
2353,Infusion Pump,Siemens,4,57,4,96,5,ICU,High,Moderate,0,3,0
2354,Ultrasound,Siemens,5,78,2,220,9,Operating Room,Low,Moderate,0,5,0
2355,ECG,Fujifilm,3,68,4,108,10,Operating Room,High,Poor,0,2,1
2356,Ultrasound,Mindray,4,82,6,71,10,Lab,Low,Moderate,0,2,0
2357,Infusion Pump,Philips,6,80,4,122,16,Diagnostic Center,Medium,Poor,0,2,1
2358,Ventilator,Fujifilm,4,93,6,81,5,Ward,Medium,Moderate,0,4,0
2359,Infusion Pump,Siemens,9,62,4,111,11,ICU,High,Good,0,5,1
2360,Infusion Pump,GE Healthcare,6,73,6,97,10,ICU,High,Good,0,4,0
2361,MRI Scanner,Philips,6,50,1,385,18,Diagnostic Center,High,Poor,0,2,1
2362,Patient Monitor,Philips,7,61,12,37,7,Diagnostic Center,High,Good,0,3,0
2363,Ventilator,Mindray,11,91,4,98,14,Ward,High,Poor,0,2,1
2364,Ultrasound,Philips,6,42,1,373,18,Ward,Medium,Poor,0,3,1
2365,Ultrasound,Canon Medical,8,81,6,65,9,Diagnostic Center,Low,Moderate,0,3,0
2366,MRI Scanner,Siemens,6,79,1,376,17,Operating Room,Medium,Moderate,0,5,1
2367,CT Scanner,GE Healthcare,7,66,6,96,8,ICU,Low,Poor,0,5,0
2368,Ultrasound,Philips,3,89,4,111,8,Operating Room,High,Good,0,4,0
2369,ECG,Philips,8,74,1,394,20,Operating Room,High,Good,0,2,1
2370,Ventilator,Philips,9,63,1,358,23,Ward,High,Poor,1,2,1
2371,X-Ray,Philips,10,50,6,86,9,ICU,Medium,Poor,0,4,0
2372,MRI Scanner,GE Healthcare,8,73,4,85,10,ICU,High,Poor,0,5,0
2373,Ultrasound,Siemens,5,58,2,205,15,ICU,Medium,Good,0,3,1
2374,X-Ray,Fujifilm,8,54,6,53,4,ICU,Medium,Good,0,3,0
2375,Ultrasound,Siemens,13,49,4,96,7,Ward,High,Moderate,0,4,0
2376,Ultrasound,Mindray,4,40,0,360,11,Ward,Low,Good,0,2,1
2377,Patient Monitor,Philips,5,58,2,172,9,Lab,Medium,Good,0,3,1
2378,Ventilator,Canon Medical,8,88,6,82,11,Lab,Medium,Poor,0,2,0
2379,Infusion Pump,Siemens,5,49,6,84,8,Diagnostic Center,High,Poor,0,4,0
2380,Ventilator,Siemens,4,92,4,129,11,Ward,Low,Moderate,0,3,0
2381,Ventilator,GE Healthcare,5,47,4,111,4,Ward,Medium,Moderate,0,4,0
2382,Ventilator,Medtronic,5,64,6,83,10,ICU,High,Good,0,4,0
2383,Infusion Pump,GE Healthcare,7,89,2,194,8,Lab,Medium,Moderate,0,3,1
2384,Ultrasound,Medtronic,4,66,4,96,9,Ward,High,Moderate,0,2,0
2385,ECG,GE Healthcare,7,40,4,85,5,Ward,High,Good,1,4,0
2386,Ultrasound,Medtronic,6,55,0,375,16,ICU,Medium,Good,0,3,1
2387,Infusion Pump,GE Healthcare,4,45,4,114,6,Diagnostic Center,Medium,Good,1,5,0
2388,Infusion Pump,Mindray,7,61,6,77,7,Diagnostic Center,Medium,Moderate,0,2,0
2389,Patient Monitor,Siemens,7,85,4,84,8,Operating Room,High,Good,0,3,0
2390,Ventilator,GE Healthcare,4,40,1,383,12,Operating Room,Medium,Good,0,3,1
2391,CT Scanner,Mindray,3,60,2,217,16,Diagnostic Center,High,Good,0,3,1
2392,MRI Scanner,Philips,2,76,12,23,3,Lab,Low,Good,0,3,0
2393,ECG,Philips,1,87,12,45,9,Lab,High,Moderate,1,2,0
2394,Infusion Pump,Medtronic,10,66,2,201,17,ICU,Medium,Good,0,2,1
2395,Ultrasound,Medtronic,6,47,6,66,10,ICU,High,Good,0,2,0
2396,Patient Monitor,Medtronic,6,65,4,97,7,ICU,Medium,Moderate,0,4,0
2397,Infusion Pump,Mindray,5,32,4,120,8,Diagnostic Center,Medium,Good,0,3,0
2398,ECG,Siemens,2,82,2,174,12,Diagnostic Center,High,Good,1,4,1
2399,Patient Monitor,Siemens,9,66,2,197,17,Ward,Medium,Poor,0,4,0
2400,Patient Monitor,Mindray,5,87,2,205,13,ICU,High,Good,0,1,1
2401,Ventilator,Philips,4,54,6,64,9,Diagnostic Center,Medium,Good,0,2,0
2402,Infusion Pump,Siemens,3,97,2,181,12,Ward,Low,Good,0,3,1
2403,Patient Monitor,Medtronic,11,63,4,121,19,ICU,High,Moderate,0,3,1
2404,Ultrasound,GE Healthcare,2,84,1,393,18,ICU,Low,Good,0,4,1
2405,Infusion Pump,Mindray,6,62,6,98,10,ICU,High,Good,0,1,1
2406,Infusion Pump,Medtronic,9,43,6,83,10,Diagnostic Center,Medium,Poor,0,4,0
2407,Ventilator,Siemens,6,37,1,382,20,ICU,High,Moderate,0,5,1
2408,X-Ray,Siemens,9,79,4,113,9,Ward,Low,Good,0,5,0
2409,MRI Scanner,GE Healthcare,5,74,6,88,11,ICU,Low,Moderate,0,5,0
2410,Infusion Pump,Mindray,4,45,1,370,13,Diagnostic Center,Medium,Poor,0,2,1
2411,Patient Monitor,Philips,7,59,2,217,11,ICU,High,Poor,0,2,1
2412,Ultrasound,Fujifilm,2,58,2,178,8,Lab,Low,Good,1,3,1
2413,Ventilator,Philips,5,95,4,118,4,Diagnostic Center,High,Moderate,0,2,0
2414,Patient Monitor,Mindray,8,49,4,106,8,Diagnostic Center,Medium,Poor,0,2,1
2415,Patient Monitor,Philips,3,50,6,62,12,Lab,High,Moderate,1,3,0
2416,Infusion Pump,Canon Medical,8,45,6,56,11,Lab,Medium,Moderate,0,3,0
2417,Ultrasound,Canon Medical,3,59,1,356,10,Lab,Medium,Good,0,2,1
2418,MRI Scanner,Mindray,3,42,6,82,5,Diagnostic Center,Medium,Moderate,0,1,0
2419,Ultrasound,Philips,4,60,12,30,6,Ward,Low,Good,0,2,0
2420,CT Scanner,Canon Medical,9,69,12,38,8,ICU,Medium,Good,1,2,0
2421,Infusion Pump,Philips,10,46,4,85,7,Ward,Medium,Good,0,4,0
2422,CT Scanner,Medtronic,7,54,2,198,12,Diagnostic Center,High,Good,0,2,1
2423,Ultrasound,GE Healthcare,7,55,12,56,8,Diagnostic Center,Low,Poor,0,5,0
2424,Infusion Pump,Fujifilm,5,45,4,94,8,Ward,Medium,Good,0,3,0
2425,CT Scanner,GE Healthcare,4,67,6,70,13,Operating Room,Medium,Good,0,5,0
2426,ECG,Philips,10,83,1,370,19,Lab,Medium,Good,0,2,1
2427,CT Scanner,GE Healthcare,7,56,2,204,15,Ward,Medium,Moderate,0,3,1
2428,CT Scanner,Medtronic,9,79,0,388,20,Diagnostic Center,Medium,Moderate,0,2,1
2429,X-Ray,Siemens,4,54,2,177,13,Ward,Medium,Good,0,4,1
2430,Ultrasound,Mindray,6,59,2,203,14,ICU,High,Good,0,2,1
2431,Infusion Pump,Mindray,2,57,1,385,13,Operating Room,Low,Moderate,0,1,1
2432,CT Scanner,GE Healthcare,5,78,2,217,10,Ward,High,Poor,0,3,1
2433,X-Ray,Philips,8,80,2,193,10,Operating Room,High,Poor,0,3,1
2434,Patient Monitor,Medtronic,4,70,2,179,15,Lab,High,Poor,0,3,1
2435,Ventilator,Canon Medical,6,78,6,55,8,ICU,Medium,Good,0,4,0
2436,X-Ray,Medtronic,4,72,12,67,8,Ward,High,Poor,1,4,0
2437,Ultrasound,Philips,3,62,12,45,6,Lab,Medium,Poor,1,3,0
2438,MRI Scanner,Fujifilm,4,72,4,85,10,Lab,Medium,Good,0,2,0
2439,CT Scanner,Philips,4,72,1,371,18,Operating Room,Medium,Moderate,0,3,1
2440,Ultrasound,GE Healthcare,11,56,4,118,10,Ward,High,Moderate,0,5,1
2441,Infusion Pump,GE Healthcare,11,69,6,63,8,ICU,Medium,Good,0,5,0
2442,Ventilator,Mindray,6,45,2,200,7,Diagnostic Center,Medium,Moderate,0,1,1
2443,CT Scanner,GE Healthcare,7,39,2,177,10,Lab,High,Moderate,0,3,1
2444,Infusion Pump,Medtronic,8,73,6,68,9,Operating Room,Medium,Good,0,3,0
2445,Infusion Pump,GE Healthcare,10,92,4,115,13,Ward,High,Good,0,4,1
2446,Infusion Pump,Mindray,11,68,2,191,18,ICU,Medium,Moderate,0,2,1
2447,Infusion Pump,Mindray,2,75,2,177,8,Ward,Low,Moderate,0,2,0
2448,X-Ray,Fujifilm,6,75,12,37,11,Ward,Medium,Good,0,2,0
2449,Ventilator,GE Healthcare,6,84,4,105,9,Diagnostic Center,High,Moderate,0,3,0
2450,Patient Monitor,GE Healthcare,5,83,2,213,15,ICU,Medium,Poor,0,3,1
2451,Ventilator,Siemens,0,78,6,65,4,Diagnostic Center,Medium,Moderate,0,4,0
2452,X-Ray,Siemens,3,39,1,381,14,Diagnostic Center,High,Poor,0,5,1
2453,X-Ray,Siemens,4,84,4,111,12,ICU,Low,Good,0,3,0
2454,ECG,Fujifilm,5,50,4,93,6,Ward,High,Poor,0,2,1
2455,Ultrasound,Fujifilm,7,54,4,99,15,Diagnostic Center,Medium,Good,1,2,1
2456,ECG,Siemens,6,55,2,208,16,Diagnostic Center,Medium,Poor,0,3,1
2457,Patient Monitor,Canon Medical,3,59,12,45,4,ICU,Medium,Poor,0,3,0
2458,Infusion Pump,Mindray,3,74,12,38,7,ICU,High,Moderate,1,2,0
2459,Ultrasound,Siemens,4,61,12,24,9,Lab,Medium,Poor,0,3,0
2460,MRI Scanner,Canon Medical,1,67,4,106,3,Ward,Medium,Moderate,0,4,0
2461,Ultrasound,Siemens,5,69,2,190,7,Ward,High,Moderate,0,5,0
2462,X-Ray,Siemens,5,43,4,94,9,ICU,High,Good,0,4,0
2463,X-Ray,Philips,7,48,2,182,15,ICU,Low,Moderate,0,2,1
2464,Infusion Pump,Siemens,3,13,6,51,2,ICU,High,Moderate,1,4,0
2465,Infusion Pump,Philips,4,85,6,74,12,ICU,Medium,Poor,0,3,0
2466,Ultrasound,Medtronic,7,52,4,83,10,Ward,High,Good,1,4,1
2467,ECG,Mindray,3,63,4,127,0,Ward,High,Moderate,0,1,0
2468,Ventilator,Siemens,4,49,6,89,6,Ward,High,Moderate,0,5,0
2469,ECG,Medtronic,12,66,1,395,27,ICU,High,Good,0,2,1
2470,CT Scanner,Mindray,5,58,2,203,13,Ward,Medium,Moderate,0,2,1
2471,MRI Scanner,Philips,7,57,2,212,14,ICU,Medium,Good,0,4,1
2472,Patient Monitor,Canon Medical,4,25,1,401,14,Lab,Medium,Moderate,0,4,1
2473,Infusion Pump,Philips,5,63,4,90,2,Lab,Medium,Good,0,3,0
2474,Ultrasound,Philips,4,57,6,87,8,ICU,Low,Poor,0,2,0
2475,CT Scanner,Medtronic,7,85,2,193,10,Ward,Medium,Moderate,0,3,0
2476,Patient Monitor,Medtronic,8,38,12,32,6,ICU,Medium,Moderate,0,3,0
2477,Infusion Pump,GE Healthcare,3,89,2,215,11,Ward,Low,Poor,0,5,0
2478,MRI Scanner,Medtronic,8,59,6,65,8,Diagnostic Center,High,Poor,0,3,0
2479,Infusion Pump,Mindray,2,59,6,81,0,Diagnostic Center,Medium,Good,0,3,0
2480,Infusion Pump,Siemens,4,67,12,60,5,Ward,Medium,Good,0,5,0
2481,Ventilator,Mindray,8,82,4,115,10,Ward,Medium,Poor,2,1,1
2482,Ventilator,Canon Medical,3,61,4,108,11,ICU,Low,Good,0,2,0
2483,CT Scanner,Fujifilm,9,69,6,79,11,ICU,Medium,Good,0,2,1
2484,Ultrasound,Fujifilm,7,49,4,110,8,ICU,High,Moderate,0,3,1
2485,Patient Monitor,Siemens,2,97,6,90,10,ICU,Medium,Good,0,4,0
2486,Ventilator,GE Healthcare,6,55,4,125,8,Diagnostic Center,Medium,Poor,0,4,0
2487,X-Ray,Mindray,2,52,4,129,8,Ward,Medium,Good,1,2,0
2488,MRI Scanner,Siemens,5,71,6,99,10,Diagnostic Center,High,Poor,0,3,1
2489,CT Scanner,Mindray,5,54,2,213,9,ICU,High,Good,0,3,1
2490,X-Ray,Philips,7,49,6,60,4,Diagnostic Center,High,Moderate,0,3,0
2491,CT Scanner,Canon Medical,5,62,4,112,4,ICU,High,Moderate,0,4,0
2492,X-Ray,Mindray,11,80,12,59,12,Ward,Low,Moderate,0,1,0
2493,Infusion Pump,Philips,5,76,4,122,9,Diagnostic Center,High,Moderate,0,3,1
2494,Ventilator,Mindray,4,82,1,399,17,ICU,Medium,Poor,0,2,1
2495,MRI Scanner,Canon Medical,7,44,4,81,5,Ward,High,Good,0,4,0
2496,X-Ray,Canon Medical,8,64,2,204,13,ICU,High,Poor,1,3,1
2497,MRI Scanner,Canon Medical,7,52,4,120,13,Diagnostic Center,High,Moderate,0,4,1
2498,CT Scanner,GE Healthcare,9,56,6,61,11,Diagnostic Center,High,Poor,0,5,0
2499,X-Ray,Mindray,3,76,2,175,7,Ward,High,Poor,1,2,1
2500,Ultrasound,Mindray,3,54,2,188,5,Operating Room,Medium,Good,0,2,0
2501,ECG,Siemens,7,79,6,93,8,Ward,High,Good,0,4,0
2502,MRI Scanner,Medtronic,5,61,6,71,3,Diagnostic Center,Low,Poor,0,4,0
2503,Ultrasound,Siemens,9,78,4,103,11,Diagnostic Center,High,Moderate,0,3,1
2504,Ultrasound,Fujifilm,5,57,2,185,12,Ward,High,Good,0,2,1
2505,Infusion Pump,Canon Medical,3,93,4,100,11,Lab,Medium,Good,0,3,0
2506,X-Ray,Mindray,8,65,2,182,8,ICU,High,Poor,1,1,1
2507,X-Ray,Medtronic,4,71,1,369,15,ICU,Medium,Moderate,1,4,1
2508,Infusion Pump,Siemens,8,33,4,108,9,ICU,Low,Moderate,0,4,0
2509,CT Scanner,Medtronic,6,75,4,82,9,Ward,High,Good,0,3,0
2510,CT Scanner,Mindray,5,27,4,81,5,Lab,Low,Good,0,2,0
2511,Ventilator,Philips,2,64,6,78,9,Operating Room,Medium,Moderate,0,2,0
2512,Ventilator,GE Healthcare,4,53,4,100,10,Operating Room,High,Poor,0,5,0
2513,ECG,GE Healthcare,8,75,4,81,6,Ward,High,Moderate,1,4,0
2514,X-Ray,Fujifilm,5,94,4,129,11,Diagnostic Center,High,Poor,0,3,1
2515,Infusion Pump,Canon Medical,7,63,6,80,13,Lab,Low,Moderate,0,3,0
2516,Ultrasound,Medtronic,4,47,4,117,6,Ward,Medium,Poor,0,2,0
2517,X-Ray,Medtronic,5,56,12,24,4,Ward,High,Poor,0,4,0
2518,X-Ray,Mindray,5,32,6,93,9,Diagnostic Center,Low,Poor,0,1,1
2519,Ventilator,Mindray,8,20,4,84,10,Operating Room,High,Poor,0,2,1
2520,X-Ray,Canon Medical,6,57,4,123,12,Ward,High,Good,0,2,1
2521,Ultrasound,Siemens,2,82,6,89,7,Operating Room,Medium,Moderate,0,5,0
2522,CT Scanner,Canon Medical,5,84,6,70,9,ICU,Medium,Moderate,0,3,0
2523,Ventilator,Siemens,5,85,4,87,4,Ward,High,Good,0,5,0
2524,Infusion Pump,Siemens,1,40,6,67,5,Diagnostic Center,Medium,Good,0,5,0
2525,Infusion Pump,Medtronic,6,31,2,199,11,Diagnostic Center,Medium,Poor,0,3,1
2526,Ventilator,Siemens,3,35,2,174,4,ICU,Low,Moderate,0,5,0
2527,X-Ray,Medtronic,12,33,6,84,13,Ward,Medium,Good,0,2,1
2528,Ultrasound,Canon Medical,6,83,0,386,18,Ward,High,Good,1,4,1
2529,X-Ray,Mindray,5,86,2,179,12,Operating Room,High,Moderate,0,3,0
2530,Ultrasound,Mindray,4,57,4,127,10,Operating Room,High,Poor,0,2,1
2531,X-Ray,Mindray,2,55,6,87,0,ICU,High,Moderate,1,2,0
2532,Ultrasound,Canon Medical,4,54,2,221,16,Diagnostic Center,High,Poor,0,4,0
2533,MRI Scanner,GE Healthcare,10,47,2,206,13,Operating Room,Medium,Good,0,3,1
2534,X-Ray,Mindray,8,69,6,90,10,Diagnostic Center,Medium,Good,1,1,1
2535,ECG,GE Healthcare,8,60,4,125,10,Diagnostic Center,Medium,Moderate,0,4,1
2536,Patient Monitor,Siemens,6,33,2,180,13,Operating Room,Medium,Good,0,4,1
2537,X-Ray,Philips,5,82,2,172,10,ICU,High,Good,0,2,1
2538,X-Ray,Siemens,8,56,4,94,6,Diagnostic Center,High,Poor,0,4,0
2539,X-Ray,Mindray,7,53,2,173,10,Diagnostic Center,High,Moderate,0,3,1
2540,Patient Monitor,GE Healthcare,3,45,2,217,14,Diagnostic Center,High,Good,0,4,1
2541,CT Scanner,Siemens,4,46,0,381,17,ICU,Medium,Poor,1,5,1
2542,Infusion Pump,Siemens,6,47,4,104,8,Ward,High,Moderate,0,5,0
2543,X-Ray,Siemens,8,37,6,69,8,Operating Room,High,Good,0,5,0
2544,Infusion Pump,Canon Medical,2,30,6,87,4,ICU,Medium,Moderate,0,4,0
2545,Ultrasound,Siemens,3,40,2,183,4,Ward,High,Poor,0,3,0
2546,Infusion Pump,Siemens,5,52,12,50,6,Ward,High,Moderate,0,4,0
2547,Ultrasound,GE Healthcare,5,22,12,20,0,Diagnostic Center,High,Moderate,0,5,0
2548,Ultrasound,Fujifilm,4,47,6,85,7,ICU,High,Poor,0,2,0
2549,ECG,GE Healthcare,9,47,4,84,9,Diagnostic Center,High,Poor,0,5,0
2550,Infusion Pump,Mindray,13,20,6,65,11,Diagnostic Center,High,Moderate,0,2,1
2551,Infusion Pump,Siemens,9,54,6,73,10,ICU,Low,Good,0,3,0
2552,ECG,Philips,7,27,4,89,4,Diagnostic Center,Low,Poor,0,4,0
2553,MRI Scanner,Fujifilm,6,66,4,113,7,Diagnostic Center,High,Moderate,0,4,0
2554,Patient Monitor,Canon Medical,4,58,6,85,7,ICU,Low,Good,0,3,0
2555,Ultrasound,Mindray,4,68,6,92,9,Ward,Medium,Moderate,0,1,1
2556,X-Ray,Medtronic,9,43,4,114,18,Ward,Medium,Good,0,4,1
2557,CT Scanner,Mindray,7,87,6,60,9,ICU,High,Moderate,0,2,0
2558,Ultrasound,Canon Medical,9,55,2,206,11,Operating Room,Medium,Moderate,1,4,1
2559,Ultrasound,Medtronic,14,65,2,186,20,Diagnostic Center,Medium,Poor,0,3,1
2560,ECG,Canon Medical,5,44,2,173,10,ICU,High,Moderate,1,2,1
2561,X-Ray,GE Healthcare,6,46,4,106,5,Diagnostic Center,Medium,Poor,0,3,0
2562,X-Ray,GE Healthcare,7,49,12,65,5,Diagnostic Center,Medium,Moderate,0,3,0
2563,Ventilator,GE Healthcare,5,27,0,364,17,Diagnostic Center,Medium,Moderate,0,4,1
2564,X-Ray,Mindray,1,70,4,81,6,Operating Room,High,Poor,0,3,0
2565,CT Scanner,Siemens,8,48,4,130,9,ICU,Medium,Moderate,1,3,1
2566,ECG,Mindray,5,62,1,383,17,ICU,Medium,Poor,0,3,1
2567,Infusion Pump,GE Healthcare,3,43,4,106,9,Diagnostic Center,Medium,Good,0,3,0
2568,Patient Monitor,Mindray,5,47,4,83,6,Lab,Medium,Moderate,0,3,0
2569,CT Scanner,GE Healthcare,9,55,4,109,7,Diagnostic Center,High,Good,0,3,1
2570,MRI Scanner,Mindray,7,29,1,376,15,Ward,Low,Moderate,0,3,1
2571,MRI Scanner,Siemens,9,53,4,122,14,ICU,Medium,Moderate,0,5,0
2572,Ultrasound,Mindray,8,41,6,94,15,Ward,Medium,Good,0,3,0
